applicant_id,age,gender,education,employment_type,annual_income,loan_amount,loan_term_months,interest_rate,credit_score,existing_loans,monthly_expenses,emi_estimate,dti_ratio,assets_value,has_collateral,co_applicant,loan_purpose,loan_approved
APP0899,35,Female,Bachelor's,Salaried,1898413,1378668,60,12.31,651,0,20797,30884,23.47,4163219,1,1,Education,1
APP0900,26,Female,Bachelor's,Self-Employed,633917,1618690,48,10.26,536,3,10302,41257,83.95,1882809,0,0,Home,0
APP0901,50,Female,Bachelor's,Unemployed,2159,690816,36,10.04,683,4,68172,22304,23632.76,882517,1,1,Personal,0
APP0902,58,Male,Bachelor's,Self-Employed,337799,744186,48,12.57,669,3,43059,19806,116.24,3104632,1,0,Home,0
APP0903,22,Male,Bachelor's,Salaried,965820,139051,60,16.81,537,3,5908,3442,6.48,1072374,1,0,Personal,1
APP0904,35,Male,Bachelor's,Business Owner,381789,864299,12,11.47,626,1,65252,76578,302.21,1455357,1,1,Education,0
APP0905,31,Male,High School,Salaried,625643,1289879,12,15.37,733,3,17877,116648,234.02,2120179,1,0,Home,0
APP0906,28,Male,Master's,Salaried,1920628,1845292,24,8.52,577,1,19239,83896,56.02,500252,0,1,Business,1
APP0907,46,Female,Bachelor's,Salaried,1804489,1880276,84,12.5,568,4,32313,33697,28.86,3715222,1,0,Personal,1
APP0908,64,Male,Master's,Salaried,634352,253305,120,17.91,650,4,47103,4550,35.34,4252638,1,1,Personal,1
APP0909,25,Male,Master's,Salaried,1887745,1405398,120,15.59,736,1,53408,23184,24.92,2675059,1,0,Home,1
APP0910,26,Male,Bachelor's,Self-Employed,1694201,1992569,120,9.71,842,0,15534,26013,21.73,420091,0,1,Home,1
APP0911,46,Male,Bachelor's,Business Owner,1002009,1897971,24,12.77,739,4,48060,90028,125.08,4874178,1,1,Vehicle,0
APP0912,24,Female,Bachelor's,Salaried,1595875,507576,12,9.95,777,0,22189,44612,38.55,3299380,1,0,Vehicle,1
APP0913,39,Male,Master's,Salaried,311776,623722,60,11.8,711,4,15967,13811,71.59,259201,0,1,Business,0
APP0914,40,Female,Bachelor's,Salaried,1085678,116617,24,15.69,618,4,70563,5693,29.69,2838339,1,1,Home,1
APP0915,53,Male,Bachelor's,Salaried,982119,691857,120,15.6,738,2,13660,11418,18.96,4067520,1,0,Personal,1
APP0916,40,Female,Bachelor's,Self-Employed,713624,1830248,120,9.9,672,3,44823,24086,63.11,4725326,1,1,Vehicle,1
APP0917,32,Female,Bachelor's,Salaried,412803,1982360,48,17.18,713,3,60842,57386,219.87,1786936,0,0,Business,0
APP0918,21,Male,High School,Business Owner,358761,916164,120,13.72,594,0,14616,14071,61.73,4505797,1,1,Vehicle,0
APP0919,46,Female,Bachelor's,Salaried,1915090,560874,84,11.49,721,3,53738,9749,16.21,4333227,1,0,Education,1
APP0920,34,Male,Master's,Salaried,697873,1468368,120,12.77,669,0,18107,21726,46.7,2153766,1,0,Personal,1
APP0921,58,Female,Bachelor's,Salaried,557092,1180070,48,13.85,700,4,66404,32158,112.18,203474,0,0,Vehicle,0
APP0922,57,Male,Bachelor's,Salaried,221341,1842841,120,13.38,672,2,20954,27930,185.49,126745,0,1,Personal,0
APP0923,31,Female,Bachelor's,Salaried,559698,651513,84,12.61,655,2,21943,11715,39.23,1802572,1,1,Personal,1
APP0924,56,Female,Master's,Self-Employed,1454329,132867,60,12.8,723,4,45725,3010,13.8,4650325,1,1,Business,1
APP0925,33,Female,High School,Salaried,508474,218600,24,9.35,643,1,50434,10022,59.36,3095039,1,0,Vehicle,1
APP0926,63,Female,Master's,Self-Employed,973429,829957,84,16.03,537,1,15110,16499,25.93,2635947,1,0,Home,1
APP0927,23,Male,Bachelor's,Salaried,1598479,1963980,48,13.19,511,3,21462,52874,44.53,1373651,0,1,Home,1
APP0928,53,Male,Bachelor's,Salaried,923776,1557394,24,8.88,696,0,59081,71063,115.33,2696939,1,1,Home,0
APP0929,26,Male,High School,Salaried,1597527,932693,24,15.54,639,2,57799,45463,47.17,900794,0,0,Home,1
APP0930,30,Male,High School,Business Owner,1019745,665036,48,17.29,524,3,71567,19290,47.96,1932457,1,0,Home,1
APP0931,25,Female,Bachelor's,Salaried,509044,304265,12,17.45,689,4,56224,27815,105.33,1407539,1,0,Education,0
APP0932,43,Male,Bachelor's,Self-Employed,278840,569493,120,11.37,671,2,61063,7965,113.11,2096958,1,0,Education,0
APP0933,30,Female,Master's,Salaried,1414343,214404,84,8.92,635,0,60240,3441,18.25,4280424,1,1,Education,1
APP0934,64,Female,High School,Self-Employed,361297,960913,48,12.94,702,0,22868,25750,108.31,877350,0,0,Home,0
APP0935,22,Female,Bachelor's,Salaried,1072504,703817,60,8.68,798,1,27222,14501,25.36,590888,0,1,Home,1
APP0936,33,Male,Bachelor's,Self-Employed,249156,1046433,36,17.31,795,3,68924,37470,280.04,2663288,1,0,Business,0
APP0937,60,Female,High School,Self-Employed,408281,534353,48,9.43,692,4,59649,13407,92.0,531108,0,0,Vehicle,0
APP0938,22,Female,High School,Business Owner,287453,314395,120,10.15,672,2,15223,4181,36.52,313678,0,1,Education,0
APP0939,40,Male,Bachelor's,Salaried,1931765,1984116,120,11.77,694,0,53166,28203,27.43,1789087,0,1,Vehicle,1
APP0940,21,Female,Bachelor's,Salaried,1198412,732387,24,11.52,707,2,44369,34312,47.69,3533063,1,0,Business,1
APP0941,57,Female,Bachelor's,Salaried,225938,1195958,24,15.84,655,4,74392,58466,429.03,2442716,1,1,Education,0
APP0942,29,Male,Bachelor's,Business Owner,259164,529767,48,12.29,695,2,64526,14026,154.57,1227103,1,0,Vehicle,0
APP0943,37,Male,Bachelor's,Salaried,647746,59583,36,9.29,538,3,17661,1903,13.34,1394208,1,1,Personal,1
APP0944,29,Male,High School,Self-Employed,923559,624675,48,10.31,687,1,20591,15937,28.73,2610948,1,0,Business,1
APP0945,31,Male,Bachelor's,Salaried,784570,1383824,36,12.85,722,2,76718,46527,106.36,2836297,1,1,Education,0
APP0946,35,Male,PhD,Salaried,1558521,586512,36,9.05,635,1,60235,18665,28.28,533885,0,0,Vehicle,1
APP0947,44,Male,Bachelor's,Salaried,602681,897056,120,13.92,671,4,12970,13885,35.39,1791456,1,0,Home,1
APP0948,58,Male,Bachelor's,Unemployed,47975,1547850,120,13.44,579,1,52922,23514,985.03,2611111,1,1,Vehicle,0
APP0949,55,Male,Bachelor's,Self-Employed,1931530,1989328,120,15.0,567,2,35755,32095,26.6,4407300,1,1,Personal,1
APP0950,50,Female,Master's,Business Owner,1364395,1326020,60,17.35,698,2,24416,33205,35.65,3645207,1,0,Vehicle,1
APP0951,51,Male,Master's,Salaried,1515483,996803,120,17.08,614,0,18672,17375,18.19,3130512,1,0,Personal,1
APP0952,25,Female,Bachelor's,Self-Employed,681873,1439292,84,17.43,520,2,51996,29772,79.84,4606302,1,0,Education,1
APP0953,64,Male,PhD,Self-Employed,341900,921901,24,10.07,579,1,79095,42571,232.69,4659664,1,1,Personal,0
APP0954,34,Male,High School,Salaried,1558308,1962936,24,8.88,593,0,5064,89568,70.14,2064731,0,1,Vehicle,1
APP0955,31,Male,High School,Business Owner,997653,1565266,36,10.67,749,2,73835,51001,87.99,2598677,1,1,Home,0
APP0956,29,Male,Master's,Business Owner,604427,1364861,24,16.9,696,2,75385,67416,178.74,858468,0,0,Vehicle,0
APP0957,54,Male,Master's,Business Owner,737857,728710,12,17.71,601,4,10639,66708,113.68,3443214,1,1,Home,0
APP0958,32,Female,High School,Self-Employed,1476542,518298,36,16.52,627,0,16055,18355,18.83,3035633,1,0,Home,1
APP0959,55,Male,Bachelor's,Salaried,237860,1955879,24,8.66,798,4,64220,89049,546.42,1283224,0,0,Business,0
APP0960,55,Female,High School,Salaried,402630,186149,12,17.45,764,4,34427,17017,81.5,3260564,1,1,Home,0
APP0961,21,Female,Bachelor's,Unemployed,515,620303,60,11.95,579,4,69666,13783,78974.12,106998,0,1,Business,0
APP0962,60,Male,Master's,Salaried,868875,1038651,24,7.6,784,3,69274,46786,93.32,4714714,1,1,Home,1
APP0963,42,Male,Bachelor's,Self-Employed,795983,1026684,12,12.15,672,4,15866,91292,144.8,380703,0,1,Home,0
APP0964,49,Female,Bachelor's,Self-Employed,453078,1270505,48,7.98,751,1,8889,31005,89.18,4939179,1,1,Personal,0
APP0965,28,Male,Bachelor's,Self-Employed,966887,806556,84,13.21,665,2,53226,14765,38.14,4618322,1,1,Education,1
APP0966,31,Male,High School,Unemployed,27856,1289488,48,11.05,786,3,36335,33359,1905.82,2830273,1,0,Vehicle,0
APP0967,61,Female,Bachelor's,Salaried,1204731,896334,12,12.47,575,4,55547,79835,96.12,2698457,1,0,Vehicle,0
APP0968,57,Male,Bachelor's,Salaried,1404552,1104153,36,13.94,657,2,31162,37705,40.2,1528545,1,1,Vehicle,1
APP0969,34,Female,PhD,Salaried,915295,856434,120,16.62,789,0,29687,14679,30.92,711182,0,1,Personal,1
APP0970,50,Female,Master's,Salaried,1192652,100711,120,14.45,464,0,15995,1591,6.43,80291,0,0,Business,1
APP0971,55,Male,High School,Salaried,1254212,613739,120,12.06,675,2,61488,8827,26.09,4022610,1,0,Education,1
APP0972,41,Male,Master's,Salaried,461578,543027,36,16.1,644,1,7631,19118,55.65,1739528,1,0,Personal,1
APP0973,57,Male,Master's,Business Owner,1587849,754463,24,17.01,741,2,39954,37306,37.25,4774598,1,0,Home,1
APP0974,25,Male,Master's,Business Owner,483816,471863,120,8.76,776,2,10967,5916,22.83,1992349,1,1,Vehicle,1
APP0975,39,Male,Bachelor's,Salaried,1476269,609119,48,13.09,745,3,69471,16368,30.25,628556,0,0,Personal,1
APP0976,34,Female,Bachelor's,Salaried,721393,1347978,36,10.49,701,0,42116,43806,93.88,3458010,1,1,Vehicle,0
APP0977,46,Male,Bachelor's,Business Owner,1249230,1854240,36,7.99,683,0,39227,58097,67.11,2683838,1,0,Business,1
APP0978,24,Male,High School,Salaried,778921,1981506,120,14.52,649,4,6942,31389,51.57,221163,0,0,Business,1
APP0979,45,Female,Bachelor's,Salaried,1265719,294942,48,16.56,698,2,52664,8444,22.98,1897678,1,0,Business,1
APP0980,62,Female,Bachelor's,Salaried,780222,145119,60,9.21,811,2,33069,3027,19.91,3271341,1,1,Personal,1
APP0981,45,Female,Bachelor's,Self-Employed,1578054,903262,36,16.03,605,1,19407,31769,28.59,2199223,1,1,Home,1
APP0982,38,Male,Master's,Salaried,827751,1441352,120,16.46,643,0,64201,24559,63.52,3650824,1,1,Home,1
APP0983,60,Female,Bachelor's,Unemployed,7533,873265,84,17.1,673,1,59348,17896,5678.0,110572,0,0,Vehicle,0
APP0984,28,Male,High School,Salaried,753375,1866330,12,10.29,770,3,22878,164332,272.68,2236149,0,0,Business,0
APP0985,59,Male,PhD,Salaried,866978,798224,24,16.99,700,4,60420,39462,79.71,2717159,1,0,Home,1
APP0986,60,Male,PhD,Salaried,994878,1909406,36,10.87,768,1,48168,62394,92.69,809063,0,0,Home,0
APP0987,34,Female,Master's,Salaried,511011,1092137,84,13.3,773,0,59862,20047,89.25,4841712,1,1,Education,0
APP0988,52,Male,PhD,Self-Employed,644244,1684418,84,8.03,733,3,33004,26279,67.39,401099,0,1,Personal,1
APP0989,58,Male,Bachelor's,Self-Employed,358272,100755,36,7.96,584,2,25471,3155,36.16,4082940,1,1,Business,1
APP0990,53,Male,PhD,Self-Employed,426179,985210,60,15.06,829,3,65167,23469,121.13,1196845,1,0,Education,0
APP0991,43,Male,High School,Self-Employed,1074506,1251988,12,12.17,807,1,70308,111337,147.89,1987214,1,0,Home,1
APP0992,35,Female,Bachelor's,Business Owner,1965401,901426,24,10.19,685,0,19568,41675,29.03,276786,0,0,Education,1
APP0993,53,Female,Bachelor's,Business Owner,1751292,1686748,36,9.5,555,1,14466,54032,40.0,4083671,1,0,Home,1
APP0994,45,Female,High School,Self-Employed,1466084,920793,24,14.53,539,2,62324,44441,51.68,4161011,1,1,Home,1
APP0995,37,Male,High School,Salaried,1891286,1640346,48,7.5,702,2,20467,39662,29.06,2727533,1,1,Personal,1
APP0996,53,Male,Bachelor's,Salaried,550036,1152801,84,15.96,616,0,57948,22871,87.82,417799,0,0,Personal,0
APP0997,22,Male,Master's,Salaried,1468207,239921,84,8.33,525,4,21676,3779,8.4,3763901,1,0,Home,1
APP0998,34,Male,Bachelor's,Self-Employed,582188,1697718,36,9.51,537,3,36514,54391,134.69,4798130,1,1,Home,0
APP0999,60,Male,High School,Salaried,239148,1664120,36,11.56,637,3,27650,54924,317.21,4518462,1,1,Education,0
APP1000,60,Female,Master's,Salaried,1400346,290617,48,12.59,697,2,15683,7738,10.66,2903107,1,1,Vehicle,1
